id,lng,lat,name,regnumber,industry,reglocation,businessscope,phonenumber,email,regcapital,regstatus,reginstitute,legalpersonname,approvedtime,estiblishtime,totime,updatetimes,companyorgtype,base,actualcapital,orgapprovedinstitute,orgnumber,branchcount,investcount,comabnoinfo,companybidcount,copyrightregcount,investorcount,empcount,staffcount,comchaninfocount,annurepyear,comabnoinfocount,patentcount,lawsuitcount,bondcount,tmcount,investorlist,stafflist,stafflisttypejoin
209586066,104.810232,31.375517,利尔化学股份有限公司,5.11E+14,医药制造业,四川省绵阳经济技术开发区,农药原药、制剂、化工材料及化工产品的研发、生产、销售；经营本企业自产产品的出口业务；经营本企业所需机械设备、仪器仪表、零配件及相关技术的进口业务；经营本企业的加工贸易业务；技术转让、技术检测及咨询；投资管理及咨询。,0816-2845140,lm@lierchem.com,52437.303,存续,四川省绵阳市工商行政管理局,尹英遂,1.47E+12,9.65E+11,3.25E+13,1.48E+12,股份有限公司(台港澳与境内合资、上市),sc,,,,1,7,0,0,0,12,3,12,6,3,0,110,9,0,159,"何勇,陈学林,张成显,张俊,蒋勇,黄世伟,魏平,宋剑安,四川久远投资控股集团有限公司,中通投资有限公司,社会公众普通股（A股）,中国工程物理研究院化工材料研究所,","李海燕,方建新,徐士辉,罗宏,代明华,肖渝,潘力佳,靳建立,尹英遂,来红刚,谭芬芳,张启戎,","监事 ,董事 ,副董事长 ,董事 ,董事 ,监事 ,董事 ,董事 ,董事长 ,董事 ,监事 ,董事 ,"
211704100,102.8991597,30.36748094,四川中盾金卫光电科技有限公司,5.11E+14,计算机、通信和其他电子设备制造业,绵阳科创园区西南科技大学国家大学科技园,光电仪器及元器件、特种电源、电子产品、计算机软件的研发、生产、销售；五金交电、电器产品、汽车配件的销售。,13350029100,zhongdunjinwei@163.com,625,存续,四川省绵阳市工商行政管理局,宋凤军,1.42E+12,1.33E+12,1.96E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,1,0,0,4,4,3,2,7,3,0,3,0,0,1,"宋凤军,北京优卓越投资有限公司,绵阳西南科技大学国家大学科技园有限公司,四川威比特投资有限公司,","宋凤军,杨言,","执行董事兼总经理 执行董事兼总经理 ,监事 监事 ,"
217281581,104.6864912,31.46200819,四川巨子超微科技有限公司,5.11E+14,研究和试验发展,绵阳高新区火炬西街南段19号,"超微粉碎设备、超微粉体、新材料的研究、制造、销售，精细化工产品、电子、机械零配件、环保产品的制造、销售,自动化系统设备、低压配电系统控制设备设计、制造、加工、销售，系统集成销售，机械系统技术开发、转让、服务、咨询，货物、技术进出口业务（法律、法规禁止项目除外，限制项目凭许可证经营）。",0816-2545551,juzichaowei@163.com,200,存续,四川省绵阳市工商局高新分局,曹志国,1.41E+12,1.05E+12,1.89E+12,1.47E+12,有限责任公司(自然人投资或控股),sc,,,,0,1,0,1,0,2,13,1,0,3,0,16,1,0,1,"张立群,曹志国,","曹志国,","执行董事 ,"
218702193,104.7312651,31.55469144,四川湖山电器有限责任公司,5.11E+14,电气机械和器材制造业,绵阳市游仙经济试验区中经路36号,电子音响设备、整机装饰件的制造、加工、销售和安装，文娱用品、文化办公机械、电工器件、家用电器、影视设备、电子元器件、仪器仪表、电子计算机、灯光器材销售、维修、安装和咨询服务（该项目涉及行政许可的，需取得许可后方可经营）。经营本企业自产产品及技术的出口业务，经营本企业生产所需的原辅材料、仪器仪表、机械设备零配件及技术的进口业务（国家限定公司经营和禁止进出口的商品及技术除外），经营进料加工和“三来一补”业务，投影设备的研发、制造、加工、销售、安装和维修；电子与智能化工程施工；广播电视设备生产、销售；互联网信息服务；计算机软硬件及网络技术、电子信息及信息处理技术、系统集成、通信技术的开发、转让、咨询服务；网络、通信工程施工。(以上经营范围中依法须经相关部门批准的，凭其批准文件经营),0816-2336622,hsbgs@china-hushan.com,9000,存续,四川省绵阳市游仙区工商行政管理局,廖建明,1.47E+12,1.15E+12,1.79E+12,1.48E+12,有限责任公司（自然人投资或控股的法人独资）,sc,,,,0,1,0,8,23,1,1,1,3,3,0,185,3,0,8,"四川九洲电器集团有限责任公司,","廖建明,","执行董事 ,"
222172213,104.705519,31.50470126,绵阳富林岚科技有限责任公司,5.11E+14,计算机、通信和其他电子设备制造业,绵阳市涪城区绵绢路9号,企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后方可开展经营活动。,0816-2532557,Follna@163.com,500,存续,四川省绵阳市涪城区工商行政管理局,李军,1.47E+12,1.23E+12,3.25E+13,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,2,19,2,6,3,0,31,0,0,0,"李军,袁红,","李军,袁红,","执行董事 ,监事 ,"
240850001,102.8991597,30.36748094,四川久安芯电子科技有限公司,5.11E+14,计算机、通信和其他电子设备制造业,绵阳市绵山路64号(科学城环通电器总公司M01大楼）,研发、生产、销售电子雷管延期模块及专用控制系统，技术服务；软件开发；电子元件及组件生产；机电产品加工与装配；灌封工艺及加工；工业自动化控制系统生产与销售；机电引信及其部件组件、专用芯片及测试系统的设计、生产与销售。,2490663,office@scjax.cn,1500,存续,四川省科学城工商行政管理局,高欣,1.44E+12,1.28E+12,1.91E+12,1.48E+12,其他有限责任公司,sc,,,,0,0,0,0,0,5,10,6,5,3,0,15,0,0,5,"赵先锋,张永刚,雅化集团绵阳实业有限公司,四川省科学城环通电器总公司,中科芯集成电路股份有限公司,","高欣,杨黎明,李学平,赵先锋,青敏,张正璠,","董事长 ,董事 ,董事 ,董事 ,监事 ,董事 ,"
243744983,104.705519,31.50470126,绵阳宁瑞电子有限公司,5.11E+14,计算机、通信和其他电子设备制造业,四川省梓潼县经技开发区成都路,磁性元件的加工、组装及组件的制造、销售，塑胶制品、五金配件的生产及销售（以上经营范围不含前置许可项目，依法需经相关部门批准的，凭其批准文件经营），货物进出口、技术进出口（国家限定公司经营或禁止进出口的商品或技术除外）。,0816-8322916,,6000,存续,四川省绵阳市梓潼县工商行政管理局,王强,1.47E+12,1.35E+12,1.66E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,1,0,0,0,3,3,2,3,3,0,13,0,0,1,"王强,邓秀兰,绵阳高新区经纬达科技有限公司,","王强,邓秀兰,","执行董事兼总经理 ,监事 ,"
248595741,104.575037,31.458219,四川田奥环保科技有限公司,5.11E+14,研究和试验发展,绵阳高新区河北-平武工业园,环保专用设备、汽车零部件、汽车电子技术开发及产品制造、销售，货物、技术进出口。（法律、法规禁止项目除外，限制项目凭许可证经营）。,2532316,,1000,存续,四川省绵阳市平武县工商行政管理局,王翔卫,1.45E+12,1.36E+12,3.25E+13,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,2,0,0,0,4,0,2,4,3,0,8,0,0,1,"杨姝,胡长青,叶泽容,孙先琼,","孙先琼,王翔卫,","监事 ,执行董事 ,"
251038491,104.7292,31.763943,四川聚能核技术工程有限公司,5.11E+14,仪器仪表制造业,江油市德胜南路87号,"民用核技术（氢应用中的安全技术、裂变反应堆氚安全技术、聚变反应堆氘氚燃料循环技术）开发及相关产品生产、经营，光机电一体化（印制电路专用设备）产品的研发和生产、销售,高性能陶瓷产品研制，新材料研究及相关产品生产销售，信息系统、技防系统开发及服务，核技术工程的技术咨询及服务，高科技成果转化服务与企业孵化服务，机电设备安装工程，电子工程，消防设施工程，核工程专业承包（取得资质后方可从事经营），工业CT（无损检测设备）、机电一体化设备的研发、生产、销售及相关技术服务，建筑工程施工总承包。（依法须经批准的项目，经相关部门批准后方可开展经营活动）",0816-3322211,hr@scjuly.com,1500,存续,四川省绵阳市江油市工商行政管理局,高鸿伟,1.43E+12,1.32E+12,3.25E+13,1.48E+12,有限责任公司（非自然人投资或控股的法人独资）,sc,,,,0,4,0,0,1,1,1,12,8,3,0,76,0,0,6,"中国工程物理研究院材料研究所,","郭芳,丁平,高鸿伟,杨世忠,孙钊,向飞,白彬,王东文,佘瑞峰,杨江荣,罗学建,梅国,","监事 ,董事 ,董事长 ,监事 ,董事 ,监事 ,副董事长 ,董事 ,董事兼总经理 ,董事 ,监事 ,监事 ,"
251592599,104.705519,31.50470126,绵阳九天磁材有限公司,5.11E+14,计算机、通信和其他电子设备制造业,绵阳高新区滨河北路西段268号2栋,磁性材料、磁性材料元器件的研发、生产、销售、售后服务及进出口业务（国家禁止项目除外，限制项目凭许可证经营）。,0816-2555133,376797836@qq.com,2000,存续,四川省绵阳市工商局高新分局,赵七一,1.46E+12,1.34E+12,1.97E+12,1.48E+12,其他有限责任公司,sc,,,,0,0,0,0,0,3,0,10,2,3,0,8,0,0,0,"天通控股股份有限公司,海宁市盈通工贸有限公司,西南应用磁学研究所（中国电子科技集团公司第九研究所）,","陈雪梅,罗志,陈文波,赵淳,周锡明,许丽秀,赵七一,张瑞标,顾祖兴,晓镔,","监事 ,监事 ,董事 ,董事 ,董事 ,监事 ,董事长 ,董事 ,董事 ,董事 ,"
253103765,102.8991597,30.36748094,四川天塬增材制造材料有限公司,5.11E+14,黑色金属冶炼和压延加工业,绵阳市高新区绵兴东路167号,企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,2718637,hyl0310@sina.com,2000,存续,四川省绵阳市工商局高新分局,林素中,1.47E+12,1.42E+12,2.05E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,2,0,2,1,2,0,3,0,0,0,"唐燕,林素中,","唐燕,林素中,","监事 ,执行董事兼总经理 ,"
257039925,104.680408,31.477072,四川三阳永年增材制造技术有限公司,5.11E+14,专用设备制造业,绵阳高新区绵兴东路167号,企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,2209288,1406409182@qq.com,4000,存续,四川省绵阳市工商局高新分局,顾德阳,1.47E+12,1.39E+12,,1.48E+12,有限责任公司（非自然人投资或控股的法人独资）,sc,,,,0,0,0,0,1,1,0,2,5,3,0,4,0,0,0,"绵阳高新区三阳塑胶有限责任公司,","林素中,顾德阳,","监事 ,董事长兼总经理 ,"
271279824,102.8991597,30.36748094,四川唯新电子科技有限公司,5.11E+14,科技推广和应用服务业,绵阳科创区西南科技大学国家大学科技园,计算机系统设计、电脑图文设计、网页设计、计算机系统集成、网络设备安装于维护、计算机技术服务、智能网络控制系统设备的设计及安装、网络系统工程设计与安装、软件及硬件测试、安全防范设备的安装与维护，计算机产品、网络产品、计算机数码产品销售、电脑及配件销售、办公耗材销售。,13548447006,22741356@qq.com,500,存续,四川省绵阳市工商行政管理局,张廷蓉,1.45E+12,1.41E+12,2.05E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,1,0,0,4,2,0,3,6,2,0,0,0,0,1,"张红英,张廷蓉,","王玉林,张红英,张廷蓉,","经理 ,监事 ,执行董事 ,"
276804793,104.9470142,31.2534435,雅化集团三台化工有限公司,5.11E+14,化学原料和化学制品制造业,四川省三台县刘营镇安宁场镇,制造、销售：工业炸药。销售：化工产品；爆破工程设计、施工、咨询服务；土石工程爆破（涉及行政许可其他项目凭证经营）；非营业性危险货物运输（1类1项，1类5项，5类1项）；炸药现场混装服务；机器设备研发及销售；应用软件开发及销售；从事与本企业生产经营相关的对外贸易（涉及行政许可事项的，凭许可证在有效期内经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动 ）,0816-5621060,1999machangyuan@163.com,4100,存续,四川省绵阳市三台县工商行政管理局,谭勇,1.46E+12,1.04E+12,1.75E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,1,0,0,0,1,0,4,3,3,0,44,0,0,0,"雅化集团公司,","胡强,杨庆,李学平,谭勇,","监事 ,董事 ,董事长 ,董事兼总经理 ,"
278943883,104.781929,31.503457,四川瑞永双机电科技有限公司,5.11E+14,仪器仪表制造业,绵阳市游仙区游仙东路55号芙蓉金城一期9栋4单元2层2号,机械、电子、电气、机电一体化产品的研发、生产、销售及技术服务；光学产品设计与制造；实验室设备及其配件、环保设备及环保材料的销售。（以上经营范围不含前置许可项目，依法需经相关部门批准的，凭其批准文件经营）,18160132182,,100,存续,四川省绵阳市游仙区工商行政管理局,高峻彬,1.44E+12,1.39E+12,2.03E+12,1.47E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,2,0,2,3,2,0,0,0,0,0,"高培义,高峻彬,","高培义,高峻彬,","监事 ,执行董事 ,"
281158196,104.7497293,31.42251236,绵阳历泰机械制造有限公司,5.11E+14,汽车制造业,绵阳市涪城区石塘商贸物流城,机械加工，模具制造，金属包装、塑料制品加工、销售，汽车、摩托车零部件制造、销售。,0816-2380658,3043538838@qq.com,300,存续,四川省绵阳市涪城区工商行政管理局,赵富春,1.46E+12,1.10E+12,2.68E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,2,5,2,0,3,0,19,0,0,2,"赵富春,赵富华,","赵富春,赵富华,","执行董事 ,监事 ,"
286765241,102.8991597,30.36748094,四川卓众科技有限公司,5.11E+14,研究和试验发展,绵阳科创区灵创孵化器北京楼103号,企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,0816-6869260,sczomax@sczomax.com,841.9285,存续,四川省绵阳市工商行政管理局,罗亦鸣,1.47E+12,1.40E+12,2.34E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,2,11,0,2,12,2,0,14,0,0,0,"刘鹏,刘亚飞,米发财,曹丁象,路小龙,乐俊吉,张保平,梁建,杜林,罗亦鸣,上海淳璞投资管理中心（有限合伙）,","刘亚飞,罗亦鸣,","监事 ,执行董事兼总经理 ,"
289312157,104.8050023,31.40971939,华核电气股份有限公司,5.11E+14,电气机械和器材制造业,绵阳河北-平武工业园,40.5KV及以下高低压成套开关设备、控制设备及消防集中应急电源的设计、开发、生产、销售、安装，电器元件、电器产品的销售。(以上经营范围，需许可、备案的取得许可、备案后经营，需资质的凭资质经营）,0816-2394290,sichuanhuahe@126.com,8090,存续,四川省绵阳市工商行政管理局,韩文兵,1.47E+12,1.11E+12,1.90E+12,1.48E+12,股份有限公司(非上市、自然人投资或控股),sc,,,,0,0,0,0,0,8,7,10,7,3,0,11,0,0,1,"杨丽华,郭吉庆,韩文照,翁建,赵正华,杨开勇,韩文兵,韩文强,","张杰,杨丽华,陈果,杨开勇,翁建,郭吉庆,韩文强,何洪清,韩文兵,韩文照,","监事 ,董事 ,监事 ,监事 ,监事 ,董事 ,监事 ,董事 ,董事长 ,董事 ,"
289706505,104.67406,31.507532,四川华拓光通信股份有限公司,5.11E+14,科技推广和应用服务业,绵阳市涪城区金家林总部经济试验区,光纤通信技术、光纤通信产品的技术开发、生产、销售，通信产品及技术的进出口（法律、法规禁止和限制的除外），科技产业、信息产业投资及相关咨询服务（法律法规需审批的除外）。,0816-5019901,,2670,存续,四川省绵阳市工商行政管理局,范巍,1.46E+12,1.29E+12,3.25E+13,1.48E+12,其他股份有限公司(非上市),sc,,,,1,0,0,0,0,8,4,10,1,3,0,36,3,0,0,"范巍,刘慧,魏子秦,殷瑞麟,何丽萍,周超超,张炜哲,深圳华拓旺科技有限公司,","陈海勇,范勇,范巍,郝锐,金圣,董轲,粟立,魏子秦,张炜哲,张廷顺,","董事 ,董事 ,董事长 ,监事 ,监事 ,董事 ,董事 ,董事 ,监事 ,董事 ,"
293288803,104.705519,31.50470126,绵阳北星通信科技有限公司,5.11E+14,电信、广播电视和卫星传输服务,绵阳科创区创业服务中心所属灵创孵化器北京楼415-416号,电子设备的销售，卫星导航设备、通讯设备（不含大功率无线电发射装置及卫星地面接收设施）、微波设备的研发、生产、销售。以上经营范围不含国家法律、法规、国务院决定需前置审批或许可的项目。,0816-2330757,scbxkj@qq.com,100,存续,四川省绵阳市工商行政管理局,文丽,1.40E+12,1.40E+12,3.25E+13,1.48E+12,有限责任公司(自然人独资),sc,,,,0,0,0,0,0,1,0,2,0,2,0,3,0,0,0,"文丽,","文丽,王天芬d/td>,","执行董事 ,监事 ,"
293302842,104.705519,31.50470126,绵阳北星电子科技有限责任公司,5.11E+14,电信、广播电视和卫星传输服务,绵阳市涪城区青义镇科大路405号科大花园北区9-1-6-3,电子设备、通讯设备、微波设备、无线设备的研制、生产、销售及相关业务的咨询服务；安防设备的销售、安装及售后服务。(以上经营范围，需许可、备案的取得许可、备案后经营，需资质的凭资质经营)***,0816-2330757,scbxkj@qq.com,300,存续,四川省绵阳市涪城区工商行政管理局,王天芬,1.43E+12,1.38E+12,2.95E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,2,0,3,1,3,0,0,0,0,0,"文丽,王天芬,","文丽,郑柳,王天芬,","监事 ,监事 ,执行董事 ,"
298682377,104.7044726,31.46943603,四川零点自动化系统有限公司,5.11E+14,仪器仪表制造业,绵阳高新区普明南路东段95号,自动化控制设备、仪器仪表、电气传动、计算机软件、电子电器、通讯设备（不含大功率无线电）及成套设备的研发、制造、系统集成、销售、维修、咨询、技术转让、技术服务及进出口业务；机电工程、网络工程的设计、承包。（法律、法规禁止项目除外，限制项目凭许可证经营）。,0816-2530577,info@odot.com.cn,615.7894,存续,四川省绵阳市工商局高新分局,王永贵,1.46E+12,1.07E+12,3.25E+13,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,1,0,0,5,6,6,2,6,3,0,9,2,0,4,"王永贵,袁莉,刘鹏,刘亚飞,张清安,上海淳璞投资管理中心（有限合伙）,","王永贵,万学兵,","执行董事 ,监事 ,"
300247258,102.8991597,30.36748094,四川凯拓电器有限公司,5.11E+14,电气机械和器材制造业,绵阳市涪城区金家林总部经济试验区2号路西侧,LED照明产品、高低压电气成套设备与电气自动化设备研发、制造、安装与调试；机械钣金加工；金属表面处理；教学实训仪器的生产、销售和服务。(以上经营范围：国家禁止的不得经营；涉及专项许可事项的，必须取得专项许可后在许可范围和时效内经营)***,13708117208,mylb9090@126.com,300,存续,四川省绵阳市涪城区工商行政管理局,梁斌,1.46E+12,1.31E+12,1.94E+12,1.47E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,1,0,2,0,3,0,0,0,0,1,"?,","梁斌,杜正强,","执行董事 ,监事 ,"
310995746,105.0969215,31.1008806,绵阳恒昌制衣有限公司,5.11E+14,纺织业,绵阳市三台县刘营镇长兴街,服装设计、生产及销售。,0816-8281111,,3570,存续,四川省绵阳市工商行政管理局,卢克凡,1.46E+12,1.09E+12,1.72E+12,1.48E+12,有限责任公司(台港澳合资),sc,,,,0,1,0,0,0,2,0,3,2,3,0,0,2,0,6,"香港三昌国际投资有限公司,香港怡昌集团有限公司,","卢克凡,冯瑞琛,冯瑞仪,","董事长兼总经理 ,董事 ,副总经理 ,"
312009939,105.1003261,31.08073142,绵阳佳禧印染有限责任公司,5.11E+14,纺织业,四川省绵阳市三台县潼川镇南寺坝,纺织品、面料印染，服装、床上用品的生产、销售；来料加工、出口本企业生产产品；本企业所需机械设备、零配件、原辅材料、技术的进口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动 ）,0816-5224659,myyrbgs@163.com,600,存续,四川省绵阳市三台县工商行政管理局,胡志强,1.47E+12,1.17E+12,2.75E+12,1.48E+12,有限责任公司（自然人投资或控股的法人独资）,sc,,,,0,0,0,0,0,1,6,2,4,3,0,6,0,0,0,"绵阳佳联印染有限责任公司,","何海燕,胡志强,","监事 ,执行董事 ,"
312011495,105.1000662,31.08962364,绵阳佳联印染有限责任公司,5.11E+14,纺织业,四川省绵阳市三台县潼川镇南寺坝工业集中区,纺织品印染及来料加工，印花布、精漂布、染色布、服装、床上用品生产销售。印染机械设备零配件、仪器、仪表及配件销售。经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务（但国家限定公司经营或禁止进出口的商品及技术除外）。投资管理（不含金融、证券、保险及融资性担保等需前置审批的业务）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,0816-5224659,myyrbgs@163.com,1000,存续,四川省绵阳市三台县工商行政管理局,胡志强,1.47E+12,1.05E+12,2.63E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,1,0,0,0,8,31,4,2,3,0,38,3,0,7,"何海燕,石岷山,石艾琪,胡潇,周柯帆,叶景阳,黄伟琼,胡志强,","何海燕,胡志强,黄伟琼,石岷山,","董事 ,董事长 ,监事 ,董事 ,"
314284469,104.7479192,31.47932667,四川华丰企业集团有限公司,5.11E+14,计算机、通信和其他电子设备制造业,绵阳市跃进路36号,电子连接器、汽车摩托车零部件、电机及电动车、微型计算机及附件、工模具的制造、销售，汽车运输，科技咨询服务，经营本企业自产产品及相关技术的出口业务和本企业生产、科研所需的原辅材料、仪器、仪表、机电设备、零部件及相关技术的进口业务，以及本企业的进料加工和三来一补业务，黄金、白银、钯金的回收及销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)***,2330304,leilei@huafeng796.com,35908.19,存续,四川省绵阳市涪城区工商行政管理局,陈炼,1.46E+12,7.85E+11,1.73E+12,1.48E+12,其他有限责任公司,sc,,,,1,3,0,0,0,3,6,6,6,3,0,185,1,0,1,"四川长虹创新投资有限公司,四川长虹电子控股集团有限公司,四川电子军工集团有限公司,","黄红,陈炼,吴学锋,刘太国,胡超群,康太虹,","监事 监事 ,董事长 董事长 ,副董事长 副董事长 ,董事 董事 ,董事 董事 ,董事 董事 ,"
318455447,104.705519,31.50470126,绵阳市京果电子科技有限公司,5.11E+14,计算机、通信和其他电子设备制造业,绵阳科创园区西南科技大学大学科技园内,电子元器件、微带厚膜、薄膜、电路芯片、低温共烧陶瓷电路芯片的研发、生产、销售，机电产品、建材、劳保用品、五金机电设备及配件销售，激光技术研究开发、转让及服务。,18681658298,myemail@sina.com,500,存续,四川省绵阳市工商行政管理局,陈美华,1.46E+12,1.33E+12,3.25E+13,1.48E+12,其他有限责任公司,sc,,,,0,0,0,0,0,2,0,2,6,3,0,0,0,0,0,"项仁洁,四川田奥环保科技有限公司,","陈美华,项仁洁,","执行董事兼总经理 执行董事兼总经理 ,监事 监事 ,"
320239496,102.8991597,30.36748094,四川九强通信科技有限公司,5.11E+14,电信、广播电视和卫星传输服务,绵阳市涪城区绵安路35号（科技城软件产业园）,通信设备产品、终端产品的研发、生产、销售，软件平台的开发、生产、销售及运营，通信产品软、硬件设备系统的设计、集成、销售、施工，计算机及其他通信产品的销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)***,0816-2899336,,6777.78,存续,四川省绵阳市涪城区工商行政管理局,李文晗,1.45E+12,1.35E+12,1.99E+12,1.48E+12,其他有限责任公司,sc,,,,0,1,0,0,0,2,0,8,9,3,0,0,0,0,0,"四川发展（控股）有限责任公司,四川九洲电器集团有限责任公司,","王强,赵海星,任敏,孙仲,唐洪,钱堃,谭少成,李文晗,","董事 董事 ,董事 董事 ,监事 监事 ,董事 董事 ,监事 监事 ,董事 董事 ,监事 监事 ,董事长 董事长 ,"
321233269,102.8991597,30.36748094,四川久润环保科技有限公司,5.11E+14,生态保护和环境治理业,绵阳高新区火炬西街南段23号,水处理工程设计、安装、运营管理及咨询；液体分离膜技术开发、产品及设备制造和销售；新材料和资源循环利用的技术研发、生产和销售、环保工程和设施的运营管理、机电设备安装、环保设备和机电设备的销售、技术服务、钢结构工程（取得许可后方可经营）、工程设计（取得许可后方可经营）、工程咨询（取得许可后方可经营）、环境评估（取得许可后方可经营）、工程监理（取得许可后方可经营）。（涉及行政许可事项的，需取得相关许可证后方可经营）。,0816-2492404,jiurunkeji@163.com,10000,存续,四川省绵阳市工商局高新分局,苗伟,1.47E+12,1.24E+12,3.25E+13,1.48E+12,其他有限责任公司,sc,,,,0,0,0,0,0,17,2,8,13,3,0,13,0,0,1,"张万明,赵东平,田满红,黄卫东,杨俊永,张洁,刘岩,李大海,罗明仁,于秀英,杨华,孟维军,薛青积,凌蓉,汪英海,四川长兴实业（集团）有限公司,四川省科学城中心科技有限公司,","李大海,李洪,黄卫东,杜伟,苗伟,罗明仁,宋宝增,田满红,","董事 ,监事 ,董事 ,经理 ,董事长 ,董事 ,董事 ,监事 ,"
321233989,104.7481915,31.51773607,四川省科学城中心科技有限公司,5.11E+14,生态保护和环境治理业,绵阳市绵山路64号,环保工程施工；环境工程（水污染防治工程）设计和相应的建设工程总承包业务以及项目管理和相关的技术与管理服务；环保设备研发、生产、成套及销售。,18780525566,,1150,存续,四川省科学城工商行政管理局,李晓记,1.47E+12,1.18E+12,1.49E+12,1.48E+12,有限责任公司（非自然人投资或控股的法人独资）,sc,,,,0,1,0,0,0,1,0,8,6,3,0,13,0,0,0,"四川省水处理及资源化工程技术研究中心,","田志强,王晓川,李洪,蒋文举,林学海,徐庆元,郝敏宏,李晓记,","董事 ,董事 ,董事 ,监事 ,监事 ,董事 ,监事 ,董事长 ,"
321239634,102.8991597,30.36748094,四川省水处理及资源化工程技术研究中心,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,,,
322171005,104.9331493,31.95242667,江油市丰威新材料有限责任公司,5.11E+14,批发业,江油市武都镇公平村,新材料的研发、销售，冷轧硅钢片生产、销售，成套冶金工程设备设计，金属材料的设计、加工、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,0816-3887788,fengweigroup@126.com,1000,存续,四川省绵阳市江油市工商行政管理局,周栋承,1.46E+12,1.20E+12,2.14E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,3,0,2,0,3,0,8,4,0,0,"李运彪,周栋承,江山,","周栋承,李运彪,","执行董事兼总经理 ,监事 ,"
329144061,104.5997499,31.46682286,际华三五三六职业装有限公司,5.11E+14,批发业,绵阳高新区磨家工业园,"服装、鞋、帽、棉被褥类、帐篷、背囊、口罩、床上用品、针纺织品、毛衣类、手套类、被装、棉胎、絮片、硬质棉、棉纱、特种劳动防护用品研发、设计、制造（生产）、加工、销售,日用百货、包装材料销售、货物进出口、技术进出口（法律、法规禁止项目除外，限制项目凭许可证经营）,仓储,房屋租赁,有色金属（稀贵金属除外）、金属材料、建筑材料、化工原料及产品（危化品除外）、通讯器材（卫星电视地面接收设施、大功率发射器除外）,矿产品、汽车配件、机电设备、仪器仪表,办公用品、橡胶制品销售。",0816-2537271,3536jmb@163.com,15523,存续,四川省绵阳市工商局高新分局,陈兰玲,1.46E+12,7.66E+11,2.75E+12,1.48E+12,有限责任公司（自然人投资或控股的法人独资）,sc,,,,0,0,0,4,0,1,2,7,2,3,0,80,2,0,15,"际华集团股份有限公司,","杨志刚,李传伟,陈兰玲,孙树东,张高鹏,黎仁华,文正理,","董事 ,董事长 ,总经理 ,监事 ,董事 ,董事 ,董事 ,"
330210101,104.705519,31.50470126,绵阳市金华洋电器制造有限公司,5.11E+14,电气机械和器材制造业,绵阳市经开区塘汛镇三元社区五组（群文西街70号）,电子元器件的生产、销售，电器零部件及整机的生产、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***,0816-6390883,1061307057@QQ.COM,530,存续,四川省绵阳市工商行政管理局,王斌,1.46E+12,9.84E+11,1.78E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,6,2,5,4,3,0,14,0,0,4,"谌怡汐,何文鼎,伍礼婷,杨太元,王斌,杨兰,","王斌,李宣,谌怡汐,何文鼎,伍礼婷,","董事长 ,副董事长 ,董事 ,董事 ,监事 ,"
